
### Request header
###	request=datos
###	timeStart=2026-01-20
###	timeEnd=2026-05-05
###	seriesId=39718
###	siteCode=7396
###	varId=2
###	format=csv
### Response header
###	responseTimestamp=2026-05-04T10:23:56
###	sitecode=7396
###	seriesid=39718
###	seriesId=39718
###	seriesmetadata=procId:1,varId:2,var_abrev:altura,unit_abrev:m,seriesId:39718,unitId:11,proc_abrev:medicion
###	sitemetadata=geom:coordinates:-62.10138889,-38.89583333,type:Point,estacion_abrev:null,redId:23,siteCode:7396,red_name:Mareógrafos SHN
###	timeStart=20260120T000000
###	request=datos
###	timeEnd=20260505T000000
###	queryUrl=request=datos&timeStart=2026-01-20&timeEnd=2026-05-05&seriesId=39718&siteCode=7396&varId=2&format=csv
###	creationTime=2026-05-04T10:23:56-03:00

### obs_id,timestart,timeend,valor,timeupdate
27442565904,2026-04-01 11:45:00,2026-04-01 11:45:00,1,2026-04-01 13:00:19.296969
27442942980,2026-04-01 12:45:00,2026-04-01 12:45:00,1.05,2026-04-01 14:00:18.826578
27443320121,2026-04-01 13:45:00,2026-04-01 13:45:00,1.72,2026-04-01 15:00:20.065108
27443697765,2026-04-01 14:45:00,2026-04-01 14:45:00,2.62,2026-04-01 16:00:18.569976
27444074638,2026-04-01 15:45:00,2026-04-01 15:45:00,3.47,2026-04-01 17:00:19.379903
27444457959,2026-04-01 16:45:00,2026-04-01 16:45:00,3.93,2026-04-01 18:00:19.360248
27444841958,2026-04-01 17:45:00,2026-04-01 17:45:00,4.13,2026-04-01 19:00:19.33017
27445219211,2026-04-01 18:45:00,2026-04-01 18:45:00,4.2,2026-04-01 20:00:19.405307
27445971688,2026-04-01 19:45:00,2026-04-01 19:45:00,4.06,2026-04-01 22:00:17.495497
27445971689,2026-04-01 20:45:00,2026-04-01 20:45:00,3.63,2026-04-01 22:00:17.495497
27446348567,2026-04-01 21:45:00,2026-04-01 21:45:00,3.04,2026-04-01 23:00:18.501795
27446732464,2026-04-01 22:45:00,2026-04-01 22:45:00,2.29,2026-04-02 00:00:20.725351
27446871055,2026-04-01 23:45:00,2026-04-01 23:45:00,1.52,2026-04-02 01:01:10.569019
27447496520,2026-04-02 00:45:00,2026-04-02 00:45:00,1.21,2026-04-02 02:00:27.04701
27447874586,2026-04-02 01:45:00,2026-04-02 01:45:00,1.56,2026-04-02 03:00:39.290669
27448252363,2026-04-02 02:45:00,2026-04-02 02:45:00,2.25,2026-04-02 04:00:28.898731
27448629996,2026-04-02 03:45:00,2026-04-02 03:45:00,3.03,2026-04-02 05:00:20.017102
27449010531,2026-04-02 04:45:00,2026-04-02 04:45:00,3.67,2026-04-02 06:00:46.004878
27449401667,2026-04-02 05:45:00,2026-04-02 05:45:00,3.88,2026-04-02 07:00:25.889184
27449782023,2026-04-02 06:45:00,2026-04-02 06:45:00,3.96,2026-04-02 08:00:24.395145
27450161335,2026-04-02 07:45:00,2026-04-02 07:45:00,3.89,2026-04-02 09:00:25.835202
27450540591,2026-04-02 08:45:00,2026-04-02 08:45:00,3.48,2026-04-02 10:00:22.682225
27450920027,2026-04-02 09:45:00,2026-04-02 09:45:00,2.92,2026-04-02 11:00:26.495998
27451305541,2026-04-02 10:45:00,2026-04-02 10:45:00,2.11,2026-04-02 12:00:21.242077
27451691109,2026-04-02 11:45:00,2026-04-02 11:45:00,1.28,2026-04-02 13:00:21.439514
27452069540,2026-04-02 12:45:00,2026-04-02 12:45:00,0.81,2026-04-02 14:00:19.176996
27452447929,2026-04-02 13:45:00,2026-04-02 13:45:00,0.93,2026-04-02 15:00:19.975245
27452826823,2026-04-02 14:45:00,2026-04-02 14:45:00,1.64,2026-04-02 16:00:20.597004
27453205645,2026-04-02 15:45:00,2026-04-02 15:45:00,2.47,2026-04-02 17:00:19.419736
27453590263,2026-04-02 16:45:00,2026-04-02 16:45:00,3.31,2026-04-02 18:00:20.205139
27453976175,2026-04-02 17:45:00,2026-04-02 17:45:00,3.82,2026-04-02 19:00:19.291794
27454355582,2026-04-02 18:45:00,2026-04-02 18:45:00,3.97,2026-04-02 20:00:19.415974
27454734145,2026-04-02 19:45:00,2026-04-02 19:45:00,3.94,2026-04-02 21:00:19.940812
27455112674,2026-04-02 20:45:00,2026-04-02 20:45:00,3.65,2026-04-02 22:00:18.953361
27455491253,2026-04-02 21:45:00,2026-04-02 21:45:00,3.13,2026-04-02 23:00:18.823455
27455874883,2026-04-02 22:45:00,2026-04-02 22:45:00,2.36,2026-04-03 00:00:21.410591
27456008633,2026-04-02 23:45:00,2026-04-02 23:45:00,1.45,2026-04-03 03:03:58.043579
27456008699,2026-04-03 00:45:00,2026-04-03 00:45:00,0.85,2026-04-03 03:03:58.043579
27456008700,2026-04-03 01:45:00,2026-04-03 01:45:00,0.76,2026-04-03 03:03:58.043579
27457414242,2026-04-03 02:45:00,2026-04-03 02:45:00,1.37,2026-04-03 04:00:54.932378
27457795022,2026-04-03 03:45:00,2026-04-03 03:45:00,2.07,2026-04-03 05:00:29.43518
27458183548,2026-04-03 04:45:00,2026-04-03 04:45:00,2.83,2026-04-03 06:00:22.721746
27458568628,2026-04-03 05:45:00,2026-04-03 05:45:00,3.47,2026-04-03 07:00:19.272339
27458949237,2026-04-03 06:45:00,2026-04-03 06:45:00,3.74,2026-04-03 08:00:19.713647
27459329146,2026-04-03 07:45:00,2026-04-03 07:45:00,3.79,2026-04-03 09:00:20.527296
27459708859,2026-04-03 08:45:00,2026-04-03 08:45:00,3.67,2026-04-03 10:00:19.624712
27460088832,2026-04-03 09:45:00,2026-04-03 09:45:00,3.33,2026-04-03 11:00:22.268046
27460475762,2026-04-03 10:45:00,2026-04-03 10:45:00,2.74,2026-04-03 12:00:21.796976
27461239864,2026-04-03 11:45:00,2026-04-03 11:45:00,2.03,2026-04-03 14:00:19.193958
27461239865,2026-04-03 12:45:00,2026-04-03 12:45:00,1.55,2026-04-03 14:00:19.193958
27461618751,2026-04-03 13:45:00,2026-04-03 13:45:00,2.01,2026-04-03 15:00:18.697939
27461998014,2026-04-03 14:45:00,2026-04-03 14:45:00,2.85,2026-04-03 16:00:19.416728
27462376635,2026-04-03 15:45:00,2026-04-03 15:45:00,3.78,2026-04-03 17:00:21.766916
27462761907,2026-04-03 16:45:00,2026-04-03 16:45:00,4.35,2026-04-03 18:00:18.950951
27463147803,2026-04-03 17:45:00,2026-04-03 17:45:00,4.8,2026-04-03 19:00:18.05818
27463527644,2026-04-03 18:45:00,2026-04-03 18:45:00,5.05,2026-04-03 20:00:19.392219
27463906662,2026-04-03 19:45:00,2026-04-03 19:45:00,5.21,2026-04-03 21:00:19.766117
27464285540,2026-04-03 20:45:00,2026-04-03 20:45:00,5.22,2026-04-03 22:00:18.913304
27464664564,2026-04-03 21:45:00,2026-04-03 21:45:00,5.01,2026-04-03 23:00:19.113166
27465051043,2026-04-03 22:45:00,2026-04-03 22:45:00,4.54,2026-04-04 00:00:20.904072
27465177989,2026-04-03 23:45:00,2026-04-03 23:45:00,3.92,2026-04-04 01:02:59.026323
27465819489,2026-04-04 00:45:00,2026-04-04 00:45:00,3.25,2026-04-04 02:00:58.074117
27466200022,2026-04-04 01:45:00,2026-04-04 01:45:00,2.51,2026-04-04 03:00:54.409236
27466581193,2026-04-04 02:45:00,2026-04-04 02:45:00,2.3,2026-04-04 04:00:28.211968
27466961003,2026-04-04 03:45:00,2026-04-04 03:45:00,2.73,2026-04-04 05:00:18.604044
27467346921,2026-04-04 04:45:00,2026-04-04 04:45:00,3.35,2026-04-04 06:00:19.668888
27467733546,2026-04-04 05:45:00,2026-04-04 05:45:00,3.89,2026-04-04 07:00:18.930139
27468114084,2026-04-04 06:45:00,2026-04-04 06:45:00,4.13,2026-04-04 08:00:17.849589
27468493933,2026-04-04 07:45:00,2026-04-04 07:45:00,4.25,2026-04-04 09:00:19.61414
27468873184,2026-04-04 08:45:00,2026-04-04 08:45:00,4.23,2026-04-04 10:00:18.228271
27469252745,2026-04-04 09:45:00,2026-04-04 09:45:00,3.96,2026-04-04 11:00:19.815272
27469638754,2026-04-04 10:45:00,2026-04-04 10:45:00,3.45,2026-04-04 12:00:20.962414
27470024729,2026-04-04 11:45:00,2026-04-04 11:45:00,2.78,2026-04-04 13:00:18.305384
27470403680,2026-04-04 12:45:00,2026-04-04 12:45:00,2.02,2026-04-04 14:00:22.800807
27470782680,2026-04-04 13:45:00,2026-04-04 13:45:00,1.48,2026-04-04 15:00:17.761994
27471161520,2026-04-04 14:45:00,2026-04-04 14:45:00,1.63,2026-04-04 16:00:17.629982
27471539730,2026-04-04 15:45:00,2026-04-04 15:45:00,2.4,2026-04-04 17:00:18.455916
27471923926,2026-04-04 16:45:00,2026-04-04 16:45:00,3.25,2026-04-04 18:00:18.648105
27472309433,2026-04-04 17:45:00,2026-04-04 17:45:00,3.99,2026-04-04 19:00:18.823457
27472688517,2026-04-04 18:45:00,2026-04-04 18:45:00,4.32,2026-04-04 20:00:19.011896
27473066808,2026-04-04 19:45:00,2026-04-04 19:45:00,4.48,2026-04-04 21:00:19.57013
27473445123,2026-04-04 20:45:00,2026-04-04 20:45:00,4.35,2026-04-04 22:00:18.784983
27473823895,2026-04-04 21:45:00,2026-04-04 21:45:00,4.04,2026-04-04 23:00:19.553349
27474209225,2026-04-04 22:45:00,2026-04-04 22:45:00,3.46,2026-04-05 00:00:20.419827
27474364452,2026-04-04 23:45:00,2026-04-04 23:45:00,2.69,2026-04-05 01:01:08.482889
27474977047,2026-04-05 00:45:00,2026-04-05 00:45:00,1.78,2026-04-05 02:00:27.693746
27475356586,2026-04-05 01:45:00,2026-04-05 01:45:00,0.98,2026-04-05 03:00:47.91398
27475736266,2026-04-05 02:45:00,2026-04-05 02:45:00,0.64,2026-04-05 04:00:27.043874
27476115629,2026-04-05 03:45:00,2026-04-05 03:45:00,1.01,2026-04-05 05:00:25.179207
27476501620,2026-04-05 04:45:00,2026-04-05 04:45:00,1.91,2026-04-05 06:00:25.614554
27476888650,2026-04-05 05:45:00,2026-04-05 05:45:00,2.73,2026-04-05 07:00:25.143144
27477269373,2026-04-05 06:45:00,2026-04-05 06:45:00,3.51,2026-04-05 08:00:23.038941
27477648990,2026-04-05 07:45:00,2026-04-05 07:45:00,3.91,2026-04-05 09:00:21.290856
27478028372,2026-04-05 08:45:00,2026-04-05 08:45:00,4.05,2026-04-05 10:00:25.619258
27478407140,2026-04-05 09:45:00,2026-04-05 09:45:00,4.05,2026-04-05 11:00:20.206694
27478793230,2026-04-05 10:45:00,2026-04-05 10:45:00,3.8,2026-04-05 12:00:30.278967
27479178426,2026-04-05 11:45:00,2026-04-05 11:45:00,3.27,2026-04-05 13:00:27.452732
27479557117,2026-04-05 12:45:00,2026-04-05 12:45:00,2.27,2026-04-05 14:00:24.282472
27479935986,2026-04-05 13:45:00,2026-04-05 13:45:00,1.31,2026-04-05 15:00:24.663698
27480314843,2026-04-05 14:45:00,2026-04-05 14:45:00,0.85,2026-04-05 16:00:24.662
27480692678,2026-04-05 15:45:00,2026-04-05 15:45:00,0.91,2026-04-05 17:00:21.172193
27481079129,2026-04-05 16:45:00,2026-04-05 16:45:00,1.81,2026-04-05 18:00:22.570113
27481842495,2026-04-05 17:45:00,2026-04-05 17:45:00,2.66,2026-04-05 20:00:20.082845
27481842496,2026-04-05 18:45:00,2026-04-05 18:45:00,3.75,2026-04-05 20:00:20.082845
27482221259,2026-04-05 19:45:00,2026-04-05 19:45:00,4.08,2026-04-05 21:00:19.995885
27482600151,2026-04-05 20:45:00,2026-04-05 20:45:00,4.21,2026-04-05 22:00:19.137779
27482979451,2026-04-05 21:45:00,2026-04-05 21:45:00,4.18,2026-04-05 23:00:18.680647
27483365231,2026-04-05 22:45:00,2026-04-05 22:45:00,3.83,2026-04-06 00:00:22.371563
27483577460,2026-04-05 23:45:00,2026-04-05 23:45:00,3.3,2026-04-06 01:01:09.040952
27484146961,2026-04-06 00:45:00,2026-04-06 00:45:00,2.33,2026-04-06 02:00:27.824866
27484526348,2026-04-06 01:45:00,2026-04-06 01:45:00,1.37,2026-04-06 03:00:50.761813
27484905982,2026-04-06 02:45:00,2026-04-06 02:45:00,0.66,2026-04-06 04:00:28.263974
27485285069,2026-04-06 03:45:00,2026-04-06 03:45:00,0.45,2026-04-06 05:00:25.157369
27485671016,2026-04-06 04:45:00,2026-04-06 04:45:00,0.84,2026-04-06 06:00:24.541024
27486056652,2026-04-06 05:45:00,2026-04-06 05:45:00,1.72,2026-04-06 07:00:20.763603
27486436769,2026-04-06 06:45:00,2026-04-06 06:45:00,2.66,2026-04-06 08:00:19.424845
27486816034,2026-04-06 07:45:00,2026-04-06 07:45:00,3.47,2026-04-06 09:00:20.356214
27487195191,2026-04-06 08:45:00,2026-04-06 08:45:00,3.75,2026-04-06 10:00:21.356123
27487574702,2026-04-06 09:45:00,2026-04-06 09:45:00,3.84,2026-04-06 11:00:22.625064
27487960708,2026-04-06 10:45:00,2026-04-06 10:45:00,3.7,2026-04-06 12:00:22.434693
27488346478,2026-04-06 11:45:00,2026-04-06 11:45:00,3.26,2026-04-06 13:00:21.197443
27488725741,2026-04-06 12:45:00,2026-04-06 12:45:00,2.45,2026-04-06 14:00:19.235505
27489104678,2026-04-06 13:45:00,2026-04-06 13:45:00,1.58,2026-04-06 15:00:18.488079
27489483858,2026-04-06 14:45:00,2026-04-06 14:45:00,0.82,2026-04-06 16:00:22.421593
27489862176,2026-04-06 15:45:00,2026-04-06 15:45:00,0.68,2026-04-06 17:00:19.819374
27490246656,2026-04-06 16:45:00,2026-04-06 16:45:00,1.19,2026-04-06 18:00:20.451638
27490632523,2026-04-06 17:45:00,2026-04-06 17:45:00,2.08,2026-04-06 19:00:19.491939
27491011878,2026-04-06 18:45:00,2026-04-06 18:45:00,3.03,2026-04-06 20:00:19.164344
27491390231,2026-04-06 19:45:00,2026-04-06 19:45:00,3.81,2026-04-06 21:00:19.653638
27491769145,2026-04-06 20:45:00,2026-04-06 20:45:00,3.99,2026-04-06 22:00:18.642464
27492148226,2026-04-06 21:45:00,2026-04-06 21:45:00,4.1,2026-04-06 23:00:19.76315
27493949693,2026-04-06 22:45:00,2026-04-06 22:45:00,3.86,2026-04-07 00:00:21.88629
27494325136,2026-04-06 23:45:00,2026-04-06 23:45:00,3.42,2026-04-07 01:05:10.012225
27496596204,2026-04-07 00:45:00,2026-04-07 00:45:00,2.61,2026-04-07 02:00:33.81766
27497777684,2026-04-07 01:45:00,2026-04-07 01:45:00,1.78,2026-04-07 03:01:11.42048
27498923384,2026-04-07 02:45:00,2026-04-07 02:45:00,0.91,2026-04-07 06:00:21.875591
27498923386,2026-04-07 03:45:00,2026-04-07 03:45:00,0.36,2026-04-07 06:00:21.875591
27498923387,2026-04-07 04:45:00,2026-04-07 04:45:00,0.5,2026-04-07 06:00:21.875591
27499308615,2026-04-07 05:45:00,2026-04-07 05:45:00,1.62,2026-04-07 07:00:18.944385
27499688265,2026-04-07 06:45:00,2026-04-07 06:45:00,2.33,2026-04-07 08:00:19.133091
27500067093,2026-04-07 07:45:00,2026-04-07 07:45:00,3.36,2026-04-07 09:00:20.05895
27500445567,2026-04-07 08:45:00,2026-04-07 08:45:00,3.95,2026-04-07 10:00:18.96118
27500824323,2026-04-07 09:45:00,2026-04-07 09:45:00,4.17,2026-04-07 11:00:20.892386
27501209730,2026-04-07 10:45:00,2026-04-07 10:45:00,4.24,2026-04-07 12:00:23.188442
27501594824,2026-04-07 11:45:00,2026-04-07 11:45:00,4,2026-04-07 13:00:22.427754
27501973087,2026-04-07 12:45:00,2026-04-07 12:45:00,3.43,2026-04-07 14:00:22.94483
27502351784,2026-04-07 13:45:00,2026-04-07 13:45:00,2.74,2026-04-07 15:00:19.082535
27502730889,2026-04-07 14:45:00,2026-04-07 14:45:00,1.98,2026-04-07 16:00:18.160265
27503108395,2026-04-07 15:45:00,2026-04-07 15:45:00,1.23,2026-04-07 17:00:20.203899
27503493294,2026-04-07 16:45:00,2026-04-07 16:45:00,1.06,2026-04-07 18:00:19.430393
27503878330,2026-04-07 17:45:00,2026-04-07 17:45:00,1.64,2026-04-07 19:00:18.693991
27504257221,2026-04-07 18:45:00,2026-04-07 18:45:00,2.7,2026-04-07 20:00:20.371709
27504635394,2026-04-07 19:45:00,2026-04-07 19:45:00,3.55,2026-04-07 21:00:20.280865
27505013610,2026-04-07 20:45:00,2026-04-07 20:45:00,4.06,2026-04-07 22:00:18.542217
27505391961,2026-04-07 21:45:00,2026-04-07 21:45:00,4.3,2026-04-07 23:00:19.961407
27507547279,2026-04-07 22:45:00,2026-04-07 22:45:00,4.29,2026-04-08 01:02:59.883466
27509946722,2026-04-07 23:45:00,2026-04-07 23:45:00,4.01,2026-04-08 02:00:34.931
27511019168,2026-04-08 00:45:00,2026-04-08 00:45:00,3.49,2026-04-08 03:01:04.600256
27511019169,2026-04-08 01:45:00,2026-04-08 01:45:00,2.54,2026-04-08 03:01:04.600256
27511400320,2026-04-08 02:45:00,2026-04-08 02:45:00,1.59,2026-04-08 04:00:30.565313
27511780863,2026-04-08 03:45:00,2026-04-08 03:45:00,0.7,2026-04-08 05:00:23.130147
27512167982,2026-04-08 04:45:00,2026-04-08 04:45:00,0.36,2026-04-08 06:00:20.393768
27512554701,2026-04-08 05:45:00,2026-04-08 05:45:00,0.69,2026-04-08 07:00:18.36199
27512935326,2026-04-08 06:45:00,2026-04-08 06:45:00,1.54,2026-04-08 08:00:19.0206
27513315108,2026-04-08 07:45:00,2026-04-08 07:45:00,2.6,2026-04-08 09:00:18.81537
27513694617,2026-04-08 08:45:00,2026-04-08 08:45:00,3.61,2026-04-08 10:00:22.687651
27514074333,2026-04-08 09:45:00,2026-04-08 09:45:00,3.93,2026-04-08 11:00:20.978589
27514460988,2026-04-08 10:45:00,2026-04-08 10:45:00,4.08,2026-04-08 12:00:23.16831
27514846429,2026-04-08 11:45:00,2026-04-08 11:45:00,3.97,2026-04-08 13:00:19.638874
27515225776,2026-04-08 12:45:00,2026-04-08 12:45:00,3.59,2026-04-08 14:00:17.330963
27515605178,2026-04-08 13:45:00,2026-04-08 13:45:00,3.02,2026-04-08 15:00:17.55368
27515984870,2026-04-08 14:45:00,2026-04-08 14:45:00,2.15,2026-04-08 16:00:16.949461
27516364243,2026-04-08 15:45:00,2026-04-08 15:45:00,1.21,2026-04-08 17:00:17.242386
27516749774,2026-04-08 16:45:00,2026-04-08 16:45:00,0.95,2026-04-08 18:00:18.108526
27517517252,2026-04-08 17:45:00,2026-04-08 17:45:00,1.29,2026-04-08 20:00:17.200195
27517517253,2026-04-08 18:45:00,2026-04-08 18:45:00,2.25,2026-04-08 20:00:17.200195
27517896303,2026-04-08 19:45:00,2026-04-08 19:45:00,3.16,2026-04-08 21:00:17.427147
27518275537,2026-04-08 20:45:00,2026-04-08 20:45:00,3.93,2026-04-08 22:00:16.880689
27518654919,2026-04-08 21:45:00,2026-04-08 21:45:00,4.42,2026-04-08 23:00:16.886702
27520980564,2026-04-08 22:45:00,2026-04-08 22:45:00,4.38,2026-04-09 01:01:16.525836
27520980565,2026-04-08 23:45:00,2026-04-08 23:45:00,4.27,2026-04-09 01:01:16.525836
27523679133,2026-04-09 00:45:00,2026-04-09 00:45:00,3.91,2026-04-09 02:00:28.485469
27524332083,2026-04-09 01:45:00,2026-04-09 01:45:00,3.29,2026-04-09 03:00:50.901605
27524713192,2026-04-09 02:45:00,2026-04-09 02:45:00,2.35,2026-04-09 04:00:24.313691
27525093404,2026-04-09 03:45:00,2026-04-09 03:45:00,1.01,2026-04-09 05:00:20.129132
27525481786,2026-04-09 04:45:00,2026-04-09 04:45:00,0.49,2026-04-09 06:00:20.786952
27525866946,2026-04-09 05:45:00,2026-04-09 05:45:00,0.25,2026-04-09 07:00:18.791293
27526247485,2026-04-09 06:45:00,2026-04-09 06:45:00,0.85,2026-04-09 08:00:18.010675
27526627193,2026-04-09 07:45:00,2026-04-09 07:45:00,1.91,2026-04-09 09:00:18.934356
27527006738,2026-04-09 08:45:00,2026-04-09 08:45:00,2.94,2026-04-09 10:00:18.224642
27527386357,2026-04-09 09:45:00,2026-04-09 09:45:00,3.61,2026-04-09 11:00:20.690362
27527772524,2026-04-09 10:45:00,2026-04-09 10:45:00,3.94,2026-04-09 12:00:21.200759
27528158835,2026-04-09 11:45:00,2026-04-09 11:45:00,4.02,2026-04-09 13:02:59.894972
27528539955,2026-04-09 12:45:00,2026-04-09 12:45:00,3.79,2026-04-09 14:00:54.99254
27528920308,2026-04-09 13:45:00,2026-04-09 13:45:00,3.3,2026-04-09 15:00:25.212258
27529300632,2026-04-09 14:45:00,2026-04-09 14:45:00,2.58,2026-04-09 16:01:40.747188
27529680339,2026-04-09 15:45:00,2026-04-09 15:45:00,1.63,2026-04-09 17:00:24.352963
27530067337,2026-04-09 16:45:00,2026-04-09 16:45:00,0.96,2026-04-09 18:00:19.759335
27530452866,2026-04-09 17:45:00,2026-04-09 17:45:00,0.76,2026-04-09 19:00:18.897812
27530834444,2026-04-09 18:45:00,2026-04-09 18:45:00,1.31,2026-04-09 20:00:18.564772
27531215187,2026-04-09 19:45:00,2026-04-09 19:45:00,2.21,2026-04-09 21:00:19.498866
27531595940,2026-04-09 20:45:00,2026-04-09 20:45:00,3.04,2026-04-09 22:00:18.213748
27531976912,2026-04-09 21:45:00,2026-04-09 21:45:00,3.71,2026-04-09 23:00:18.595086
27532364526,2026-04-09 22:45:00,2026-04-09 22:45:00,3.98,2026-04-10 00:00:21.189276
27532557009,2026-04-09 23:45:00,2026-04-09 23:45:00,4.01,2026-04-10 01:01:09.002132
27533135114,2026-04-10 00:45:00,2026-04-10 00:45:00,3.74,2026-04-10 02:00:29.103782
27533516585,2026-04-10 01:45:00,2026-04-10 01:45:00,3.23,2026-04-10 03:01:16.164423
27533898758,2026-04-10 02:45:00,2026-04-10 02:45:00,2.37,2026-04-10 04:00:20.719144
27534279847,2026-04-10 03:45:00,2026-04-10 03:45:00,1.35,2026-04-10 05:00:18.128797
27534668433,2026-04-10 04:45:00,2026-04-10 04:45:00,0.32,2026-04-10 06:00:19.471695
27535055123,2026-04-10 05:45:00,2026-04-10 05:45:00,0,2026-04-10 07:00:27.186371
27535437280,2026-04-10 06:45:00,2026-04-10 06:45:00,0.26,2026-04-10 08:00:22.41724
27535818505,2026-04-10 07:45:00,2026-04-10 07:45:00,1.14,2026-04-10 09:00:19.409089
27536199588,2026-04-10 08:45:00,2026-04-10 08:45:00,2.15,2026-04-10 10:00:20.268223
27536580434,2026-04-10 09:45:00,2026-04-10 09:45:00,3.11,2026-04-10 11:00:19.099387
27536967062,2026-04-10 10:45:00,2026-04-10 10:45:00,3.74,2026-04-10 12:00:21.053226
27537353874,2026-04-10 11:45:00,2026-04-10 11:45:00,3.97,2026-04-10 13:00:22.777633
27537733698,2026-04-10 12:45:00,2026-04-10 12:45:00,4,2026-04-10 14:00:17.73107
27538114249,2026-04-10 13:45:00,2026-04-10 13:45:00,3.75,2026-04-10 15:00:18.327519
27538494887,2026-04-10 14:45:00,2026-04-10 14:45:00,3.35,2026-04-10 16:00:18.148801
27538875012,2026-04-10 15:45:00,2026-04-10 15:45:00,2.7,2026-04-10 17:00:19.729863
27539261728,2026-04-10 16:45:00,2026-04-10 16:45:00,1.96,2026-04-10 18:00:19.633194
27539649676,2026-04-10 17:45:00,2026-04-10 17:45:00,1.49,2026-04-10 19:00:18.87527
27540030904,2026-04-10 18:45:00,2026-04-10 18:45:00,1.58,2026-04-10 20:00:18.412511
27540410985,2026-04-10 19:45:00,2026-04-10 19:45:00,2.37,2026-04-10 21:00:19.463047
27540791230,2026-04-10 20:45:00,2026-04-10 20:45:00,3.26,2026-04-10 22:00:18.121352
27541172097,2026-04-10 21:45:00,2026-04-10 21:45:00,3.88,2026-04-10 23:00:18.383766
27541559212,2026-04-10 22:45:00,2026-04-10 22:45:00,4.23,2026-04-11 00:00:20.234787
27541714269,2026-04-10 23:45:00,2026-04-10 23:45:00,4.48,2026-04-11 01:01:33.758009
27542716387,2026-04-11 00:45:00,2026-04-11 00:45:00,4.41,2026-04-11 03:00:41.274959
27542716388,2026-04-11 01:45:00,2026-04-11 01:45:00,4.1,2026-04-11 03:00:41.274959
27543100433,2026-04-11 02:45:00,2026-04-11 02:45:00,3.44,2026-04-11 04:00:22.510455
27543483513,2026-04-11 03:45:00,2026-04-11 03:45:00,2.57,2026-04-11 05:00:18.900283
27543872657,2026-04-11 04:45:00,2026-04-11 04:45:00,1.57,2026-04-11 06:00:21.006417
27544262784,2026-04-11 05:45:00,2026-04-11 05:45:00,0.69,2026-04-11 07:00:17.964602
27544646842,2026-04-11 06:45:00,2026-04-11 06:45:00,0.33,2026-04-11 08:00:18.122475
27545029952,2026-04-11 07:45:00,2026-04-11 07:45:00,0.73,2026-04-11 09:00:18.645829
27545412579,2026-04-11 08:45:00,2026-04-11 08:45:00,1.62,2026-04-11 10:00:18.821059
27545795078,2026-04-11 09:45:00,2026-04-11 09:45:00,2.54,2026-04-11 11:00:22.766435
27546183397,2026-04-11 10:45:00,2026-04-11 10:45:00,3.27,2026-04-11 12:00:21.159912
27546572244,2026-04-11 11:45:00,2026-04-11 11:45:00,3.66,2026-04-11 13:00:18.542571
27546953440,2026-04-11 12:45:00,2026-04-11 12:45:00,3.74,2026-04-11 14:00:21.567303
27547334890,2026-04-11 13:45:00,2026-04-11 13:45:00,3.52,2026-04-11 15:00:19.717738
27547716779,2026-04-11 14:45:00,2026-04-11 14:45:00,3.07,2026-04-11 16:00:18.752001
27548097900,2026-04-11 15:45:00,2026-04-11 15:45:00,2.38,2026-04-11 17:00:18.303074
27548485125,2026-04-11 16:45:00,2026-04-11 16:45:00,1.6,2026-04-11 18:00:19.292794
27548873334,2026-04-11 17:45:00,2026-04-11 17:45:00,0.98,2026-04-11 19:00:18.332886
27549254693,2026-04-11 18:45:00,2026-04-11 18:45:00,0.73,2026-04-11 20:00:18.882057
27549634917,2026-04-11 19:45:00,2026-04-11 19:45:00,1.17,2026-04-11 21:00:19.40366
27550014963,2026-04-11 20:45:00,2026-04-11 20:45:00,1.86,2026-04-11 22:00:18.700603
27550395414,2026-04-11 21:45:00,2026-04-11 21:45:00,2.56,2026-04-11 23:00:19.207997
27550781211,2026-04-11 22:45:00,2026-04-11 22:45:00,3.27,2026-04-12 00:00:22.76442
27550933545,2026-04-11 23:45:00,2026-04-11 23:45:00,3.83,2026-04-12 01:01:25.281656
27551550331,2026-04-12 00:45:00,2026-04-12 00:45:00,3.97,2026-04-12 02:00:29.397979
27551930508,2026-04-12 01:45:00,2026-04-12 01:45:00,3.88,2026-04-12 03:00:52.265168
27552311285,2026-04-12 02:45:00,2026-04-12 02:45:00,3.51,2026-04-12 04:00:22.430212
27552690816,2026-04-12 03:45:00,2026-04-12 03:45:00,2.82,2026-04-12 05:00:19.594779
27553076504,2026-04-12 04:45:00,2026-04-12 04:45:00,1.9,2026-04-12 06:00:21.585693
27553464137,2026-04-12 05:45:00,2026-04-12 05:45:00,0.99,2026-04-12 07:00:19.600763
27553845592,2026-04-12 06:45:00,2026-04-12 06:45:00,0.37,2026-04-12 08:00:18.85053
27554226888,2026-04-12 07:45:00,2026-04-12 07:45:00,0.3,2026-04-12 09:00:20.08626
27554608407,2026-04-12 08:45:00,2026-04-12 08:45:00,0.87,2026-04-12 10:00:20.005297
27554990370,2026-04-12 09:45:00,2026-04-12 09:45:00,1.66,2026-04-12 11:00:24.549451
27555378287,2026-04-12 10:45:00,2026-04-12 10:45:00,2.59,2026-04-12 12:00:21.656155
27555766098,2026-04-12 11:45:00,2026-04-12 11:45:00,3.39,2026-04-12 13:00:18.953689
27556146774,2026-04-12 12:45:00,2026-04-12 12:45:00,3.96,2026-04-12 14:00:23.877585
